scene_id,scene_family,condition_key,seed,c0_decision,condition_decision
scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C2_D4,28104,BLOCKED,BLOCKED
scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C2_D4,28105,BLOCKED,BLOCKED
scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2_D4,28101,BLOCKED,BLOCKED
scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2_D4,28102,BLOCKED,BLOCKED
scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2_D4,28103,BLOCKED,BLOCKED
scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2_D4,28104,BLOCKED,BLOCKED
scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2_D4,28105,BLOCKED,BLOCKED
scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2_D4,28101,BLOCKED,BLOCKED
scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2_D4,28102,BLOCKED,BLOCKED
scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2_D4,28103,BLOCKED,BLOCKED
scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2_D4,28104,BLOCKED,BLOCKED
scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2_D4,28105,BLOCKED,BLOCKED
scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C2_D4,28101,BLOCKED,BLOCKED
scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C2_D4,28102,BLOCKED,BLOCKED
scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C2_D4,28103,BLOCKED,BLOCKED
scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C2_D4,28104,BLOCKED,BLOCKED
scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C2_D4,28105,BLOCKED,BLOCKED
scene_rotate_v01,ROTATE,C2_D4,28101,BLOCKED,BLOCKED
scene_rotate_v01,ROTATE,C2_D4,28102,BLOCKED,BLOCKED
scene_rotate_v01,ROTATE,C2_D4,28103,BLOCKED,BLOCKED
scene_rotate_v01,ROTATE,C2_D4,28104,BLOCKED,BLOCKED
scene_rotate_v01,ROTATE,C2_D4,28105,BLOCKED,BLOCKED
scene_rotate_v02,ROTATE,C2_D4,28101,BLOCKED,ACCESSIBLE
scene_rotate_v02,ROTATE,C2_D4,28102,BLOCKED,ACCESSIBLE
scene_rotate_v02,ROTATE,C2_D4,28103,BLOCKED,ACCESSIBLE
scene_rotate_v02,ROTATE,C2_D4,28104,BLOCKED,ACCESSIBLE
scene_rotate_v02,ROTATE,C2_D4,28105,BLOCKED,ACCESSIBLE
scene_rotate_v03,ROTATE,C2_D4,28101,BLOCKED,ACCESSIBLE
scene_rotate_v03,ROTATE,C2_D4,28102,BLOCKED,ACCESSIBLE
scene_rotate_v03,ROTATE,C2_D4,28103,BLOCKED,ACCESSIBLE
scene_rotate_v03,ROTATE,C2_D4,28104,BLOCKED,ACCESSIBLE
scene_rotate_v03,ROTATE,C2_D4,28105,BLOCKED,ACCESSIBLE
scene_rotate_v04,ROTATE,C2_D4,28101,BLOCKED,ACCESSIBLE
scene_rotate_v04,ROTATE,C2_D4,28102,BLOCKED,BLOCKED
scene_rotate_v04,ROTATE,C2_D4,28103,BLOCKED,BLOCKED
scene_rotate_v04,ROTATE,C2_D4,28104,BLOCKED,BLOCKED
scene_rotate_v04,ROTATE,C2_D4,28105,BLOCKED,ACCESSIBLE
scene_rotate_v05,ROTATE,C2_D4,28101,BLOCKED,BLOCKED
scene_rotate_v05,ROTATE,C2_D4,28102,BLOCKED,BLOCKED
scene_rotate_v05,ROTATE,C2_D4,28103,BLOCKED,BLOCKED
scene_rotate_v05,ROTATE,C2_D4,28104,BLOCKED,BLOCKED
scene_rotate_v05,ROTATE,C2_D4,28105,BLOCKED,BLOCKED
scene_translate_v01,TRANSLATE,C2_D4,28101,BLOCKED,BLOCKED
scene_translate_v01,TRANSLATE,C2_D4,28102,BLOCKED,BLOCKED
scene_translate_v01,TRANSLATE,C2_D4,28103,BLOCKED,BLOCKED
scene_translate_v01,TRANSLATE,C2_D4,28104,BLOCKED,BLOCKED
scene_translate_v01,TRANSLATE,C2_D4,28105,BLOCKED,BLOCKED
scene_translate_v02,TRANSLATE,C2_D4,28101,BLOCKED,BLOCKED
scene_translate_v02,TRANSLATE,C2_D4,28102,BLOCKED,BLOCKED
scene_translate_v02,TRANSLATE,C2_D4,28103,BLOCKED,BLOCKED
scene_translate_v02,TRANSLATE,C2_D4,28104,BLOCKED,BLOCKED
scene_translate_v02,TRANSLATE,C2_D4,28105,BLOCKED,BLOCKED
scene_translate_v03,TRANSLATE,C2_D4,28101,BLOCKED,BLOCKED
scene_translate_v03,TRANSLATE,C2_D4,28102,BLOCKED,BLOCKED
scene_translate_v03,TRANSLATE,C2_D4,28103,BLOCKED,BLOCKED
scene_translate_v03,TRANSLATE,C2_D4,28104,BLOCKED,BLOCKED
scene_translate_v03,TRANSLATE,C2_D4,28105,BLOCKED,BLOCKED
scene_translate_v04,TRANSLATE,C2_D4,28101,BLOCKED,BLOCKED
scene_translate_v04,TRANSLATE,C2_D4,28102,BLOCKED,BLOCKED
scene_translate_v04,TRANSLATE,C2_D4,28103,BLOCKED,BLOCKED
scene_translate_v04,TRANSLATE,C2_D4,28104,BLOCKED,BLOCKED
scene_translate_v04,TRANSLATE,C2_D4,28105,BLOCKED,BLOCKED
scene_translate_v05,TRANSLATE,C2_D4,28101,BLOCKED,BLOCKED
scene_translate_v05,TRANSLATE,C2_D4,28102,BLOCKED,BLOCKED
scene_translate_v05,TRANSLATE,C2_D4,28103,BLOCKED,BLOCKED
scene_translate_v05,TRANSLATE,C2_D4,28104,BLOCKED,BLOCKED
scene_translate_v05,TRANSLATE,C2_D4,28105,BLOCKED,BLOCKED
scene_fc_blocked_v01,FC_BLOCKED,C2_D8,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v01,FC_BLOCKED,C2_D8,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v01,FC_BLOCKED,C2_D8,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v01,FC_BLOCKED,C2_D8,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v01,FC_BLOCKED,C2_D8,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v02,FC_BLOCKED,C2_D8,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v02,FC_BLOCKED,C2_D8,28102,ACCESSIBLE,BLOCKED
scene_fc_blocked_v02,FC_BLOCKED,C2_D8,28103,ACCESSIBLE,BLOCKED
scene_fc_blocked_v02,FC_BLOCKED,C2_D8,28104,ACCESSIBLE,BLOCKED
scene_fc_blocked_v02,FC_BLOCKED,C2_D8,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v03,FC_BLOCKED,C2_D8,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v03,FC_BLOCKED,C2_D8,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v03,FC_BLOCKED,C2_D8,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v03,FC_BLOCKED,C2_D8,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v03,FC_BLOCKED,C2_D8,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v04,FC_BLOCKED,C2_D8,28101,ACCESSIBLE,BLOCKED
scene_fc_blocked_v04,FC_BLOCKED,C2_D8,28102,ACCESSIBLE,BLOCKED
scene_fc_blocked_v04,FC_BLOCKED,C2_D8,28103,ACCESSIBLE,BLOCKED
scene_fc_blocked_v04,FC_BLOCKED,C2_D8,28104,ACCESSIBLE,BLOCKED
scene_fc_blocked_v04,FC_BLOCKED,C2_D8,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v05,FC_BLOCKED,C2_D8,28101,ACCESSIBLE,BLOCKED
scene_fc_blocked_v05,FC_BLOCKED,C2_D8,28102,ACCESSIBLE,BLOCKED
scene_fc_blocked_v05,FC_BLOCKED,C2_D8,28103,ACCESSIBLE,BLOCKED
scene_fc_blocked_v05,FC_BLOCKED,C2_D8,28104,ACCESSIBLE,BLOCKED
scene_fc_blocked_v05,FC_BLOCKED,C2_D8,28105,ACCESSIBLE,BLOCKED
scene_fc_clear_v01,FC_CLEAR,C2_D8,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v01,FC_CLEAR,C2_D8,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v01,FC_CLEAR,C2_D8,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v01,FC_CLEAR,C2_D8,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v01,FC_CLEAR,C2_D8,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v02,FC_CLEAR,C2_D8,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v02,FC_CLEAR,C2_D8,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v02,FC_CLEAR,C2_D8,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v02,FC_CLEAR,C2_D8,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v02,FC_CLEAR,C2_D8,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v03,FC_CLEAR,C2_D8,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v03,FC_CLEAR,C2_D8,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v03,FC_CLEAR,C2_D8,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v03,FC_CLEAR,C2_D8,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v03,FC_CLEAR,C2_D8,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v04,FC_CLEAR,C2_D8,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v04,FC_CLEAR,C2_D8,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v04,FC_CLEAR,C2_D8,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v04,FC_CLEAR,C2_D8,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v04,FC_CLEAR,C2_D8,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v05,FC_CLEAR,C2_D8,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v05,FC_CLEAR,C2_D8,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v05,FC_CLEAR,C2_D8,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v05,FC_CLEAR,C2_D8,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v05,FC_CLEAR,C2_D8,28105,ACCESSIBLE,ACCESSIBLE
scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,C2_D8,28101,BLOCKED,BLOCKED
scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,C2_D8,28102,BLOCKED,BLOCKED
scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,C2_D8,28103,BLOCKED,BLOCKED
scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,C2_D8,28104,BLOCKED,BLOCKED
scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,C2_D8,28105,BLOCKED,BLOCKED
scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C2_D8,28101,BLOCKED,BLOCKED
scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C2_D8,28102,BLOCKED,BLOCKED
scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C2_D8,28103,BLOCKED,BLOCKED
scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C2_D8,28104,BLOCKED,BLOCKED
scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C2_D8,28105,BLOCKED,BLOCKED
scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2_D8,28101,BLOCKED,BLOCKED
scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2_D8,28102,BLOCKED,BLOCKED
scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2_D8,28103,BLOCKED,BLOCKED
scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2_D8,28104,BLOCKED,BLOCKED
scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C2_D8,28105,BLOCKED,BLOCKED
scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2_D8,28101,BLOCKED,BLOCKED
scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2_D8,28102,BLOCKED,BLOCKED
scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2_D8,28103,BLOCKED,BLOCKED
scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2_D8,28104,BLOCKED,BLOCKED
scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C2_D8,28105,BLOCKED,BLOCKED
scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C2_D8,28101,BLOCKED,BLOCKED
scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C2_D8,28102,BLOCKED,BLOCKED
scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C2_D8,28103,BLOCKED,BLOCKED
scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C2_D8,28104,BLOCKED,BLOCKED
scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C2_D8,28105,BLOCKED,BLOCKED
scene_rotate_v01,ROTATE,C2_D8,28101,BLOCKED,BLOCKED
scene_rotate_v01,ROTATE,C2_D8,28102,BLOCKED,BLOCKED
scene_rotate_v01,ROTATE,C2_D8,28103,BLOCKED,BLOCKED
scene_rotate_v01,ROTATE,C2_D8,28104,BLOCKED,BLOCKED
scene_rotate_v01,ROTATE,C2_D8,28105,BLOCKED,BLOCKED
scene_rotate_v02,ROTATE,C2_D8,28101,BLOCKED,BLOCKED
scene_rotate_v02,ROTATE,C2_D8,28102,BLOCKED,BLOCKED
scene_rotate_v02,ROTATE,C2_D8,28103,BLOCKED,BLOCKED
scene_rotate_v02,ROTATE,C2_D8,28104,BLOCKED,BLOCKED
scene_rotate_v02,ROTATE,C2_D8,28105,BLOCKED,BLOCKED
scene_rotate_v03,ROTATE,C2_D8,28101,BLOCKED,BLOCKED
scene_rotate_v03,ROTATE,C2_D8,28102,BLOCKED,BLOCKED
scene_rotate_v03,ROTATE,C2_D8,28103,BLOCKED,BLOCKED
scene_rotate_v03,ROTATE,C2_D8,28104,BLOCKED,BLOCKED
scene_rotate_v03,ROTATE,C2_D8,28105,BLOCKED,ACCESSIBLE
scene_rotate_v04,ROTATE,C2_D8,28101,BLOCKED,ACCESSIBLE
scene_rotate_v04,ROTATE,C2_D8,28102,BLOCKED,ACCESSIBLE
scene_rotate_v04,ROTATE,C2_D8,28103,BLOCKED,ACCESSIBLE
scene_rotate_v04,ROTATE,C2_D8,28104,BLOCKED,ACCESSIBLE
scene_rotate_v04,ROTATE,C2_D8,28105,BLOCKED,ACCESSIBLE
scene_rotate_v05,ROTATE,C2_D8,28101,BLOCKED,BLOCKED
scene_rotate_v05,ROTATE,C2_D8,28102,BLOCKED,BLOCKED
scene_rotate_v05,ROTATE,C2_D8,28103,BLOCKED,BLOCKED
scene_rotate_v05,ROTATE,C2_D8,28104,BLOCKED,BLOCKED
scene_rotate_v05,ROTATE,C2_D8,28105,BLOCKED,BLOCKED
scene_translate_v01,TRANSLATE,C2_D8,28101,BLOCKED,BLOCKED
scene_translate_v01,TRANSLATE,C2_D8,28102,BLOCKED,BLOCKED
scene_translate_v01,TRANSLATE,C2_D8,28103,BLOCKED,BLOCKED
scene_translate_v01,TRANSLATE,C2_D8,28104,BLOCKED,BLOCKED
scene_translate_v01,TRANSLATE,C2_D8,28105,BLOCKED,BLOCKED
scene_translate_v02,TRANSLATE,C2_D8,28101,BLOCKED,BLOCKED
scene_translate_v02,TRANSLATE,C2_D8,28102,BLOCKED,BLOCKED
scene_translate_v02,TRANSLATE,C2_D8,28103,BLOCKED,BLOCKED
scene_translate_v02,TRANSLATE,C2_D8,28104,BLOCKED,BLOCKED
scene_translate_v02,TRANSLATE,C2_D8,28105,BLOCKED,BLOCKED
scene_translate_v03,TRANSLATE,C2_D8,28101,BLOCKED,BLOCKED
scene_translate_v03,TRANSLATE,C2_D8,28102,BLOCKED,BLOCKED
scene_translate_v03,TRANSLATE,C2_D8,28103,BLOCKED,BLOCKED
scene_translate_v03,TRANSLATE,C2_D8,28104,BLOCKED,BLOCKED
scene_translate_v03,TRANSLATE,C2_D8,28105,BLOCKED,BLOCKED
scene_translate_v04,TRANSLATE,C2_D8,28101,BLOCKED,BLOCKED
scene_translate_v04,TRANSLATE,C2_D8,28102,BLOCKED,BLOCKED
scene_translate_v04,TRANSLATE,C2_D8,28103,BLOCKED,BLOCKED
scene_translate_v04,TRANSLATE,C2_D8,28104,BLOCKED,BLOCKED
scene_translate_v04,TRANSLATE,C2_D8,28105,BLOCKED,BLOCKED
scene_translate_v05,TRANSLATE,C2_D8,28101,BLOCKED,BLOCKED
scene_translate_v05,TRANSLATE,C2_D8,28102,BLOCKED,BLOCKED
scene_translate_v05,TRANSLATE,C2_D8,28103,BLOCKED,BLOCKED
scene_translate_v05,TRANSLATE,C2_D8,28104,BLOCKED,BLOCKED
scene_translate_v05,TRANSLATE,C2_D8,28105,BLOCKED,ACCESSIBLE
scene_fc_blocked_v01,FC_BLOCKED,C3_D4,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v01,FC_BLOCKED,C3_D4,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v01,FC_BLOCKED,C3_D4,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v01,FC_BLOCKED,C3_D4,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v01,FC_BLOCKED,C3_D4,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v02,FC_BLOCKED,C3_D4,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v02,FC_BLOCKED,C3_D4,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v02,FC_BLOCKED,C3_D4,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v02,FC_BLOCKED,C3_D4,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v02,FC_BLOCKED,C3_D4,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v03,FC_BLOCKED,C3_D4,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v03,FC_BLOCKED,C3_D4,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v03,FC_BLOCKED,C3_D4,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v03,FC_BLOCKED,C3_D4,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v03,FC_BLOCKED,C3_D4,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v04,FC_BLOCKED,C3_D4,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v04,FC_BLOCKED,C3_D4,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v04,FC_BLOCKED,C3_D4,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v04,FC_BLOCKED,C3_D4,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v04,FC_BLOCKED,C3_D4,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v05,FC_BLOCKED,C3_D4,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v05,FC_BLOCKED,C3_D4,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v05,FC_BLOCKED,C3_D4,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v05,FC_BLOCKED,C3_D4,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_blocked_v05,FC_BLOCKED,C3_D4,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v01,FC_CLEAR,C3_D4,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v01,FC_CLEAR,C3_D4,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v01,FC_CLEAR,C3_D4,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v01,FC_CLEAR,C3_D4,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v01,FC_CLEAR,C3_D4,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v02,FC_CLEAR,C3_D4,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v02,FC_CLEAR,C3_D4,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v02,FC_CLEAR,C3_D4,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v02,FC_CLEAR,C3_D4,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v02,FC_CLEAR,C3_D4,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v03,FC_CLEAR,C3_D4,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v03,FC_CLEAR,C3_D4,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v03,FC_CLEAR,C3_D4,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v03,FC_CLEAR,C3_D4,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v03,FC_CLEAR,C3_D4,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v04,FC_CLEAR,C3_D4,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v04,FC_CLEAR,C3_D4,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v04,FC_CLEAR,C3_D4,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v04,FC_CLEAR,C3_D4,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v04,FC_CLEAR,C3_D4,28105,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v05,FC_CLEAR,C3_D4,28101,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v05,FC_CLEAR,C3_D4,28102,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v05,FC_CLEAR,C3_D4,28103,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v05,FC_CLEAR,C3_D4,28104,ACCESSIBLE,ACCESSIBLE
scene_fc_clear_v05,FC_CLEAR,C3_D4,28105,ACCESSIBLE,ACCESSIBLE
scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,C3_D4,28101,BLOCKED,BLOCKED
scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,C3_D4,28102,BLOCKED,BLOCKED
scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,C3_D4,28103,BLOCKED,BLOCKED
scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,C3_D4,28104,BLOCKED,BLOCKED
scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,C3_D4,28105,BLOCKED,ACCESSIBLE
scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C3_D4,28101,BLOCKED,ACCESSIBLE
scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C3_D4,28102,BLOCKED,ACCESSIBLE
scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C3_D4,28103,BLOCKED,ACCESSIBLE
scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C3_D4,28104,BLOCKED,ACCESSIBLE
scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C3_D4,28105,BLOCKED,ACCESSIBLE
scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C3_D4,28101,BLOCKED,BLOCKED
scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C3_D4,28102,BLOCKED,BLOCKED
scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C3_D4,28103,BLOCKED,BLOCKED
scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C3_D4,28104,BLOCKED,BLOCKED
scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C3_D4,28105,BLOCKED,ACCESSIBLE
scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C3_D4,28101,BLOCKED,BLOCKED
scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C3_D4,28102,BLOCKED,BLOCKED
scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C3_D4,28103,BLOCKED,BLOCKED
scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C3_D4,28104,BLOCKED,BLOCKED
scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C3_D4,28105,BLOCKED,BLOCKED
scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C3_D4,28101,BLOCKED,BLOCKED
scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C3_D4,28102,BLOCKED,BLOCKED
scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C3_D4,28103,BLOCKED,BLOCKED
scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C3_D4,28104,BLOCKED,BLOCKED
scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C3_D4,28105,BLOCKED,BLOCKED
scene_rotate_v01,ROTATE,C3_D4,28101,BLOCKED,ACCESSIBLE
scene_rotate_v01,ROTATE,C3_D4,28102,BLOCKED,BLOCKED
scene_rotate_v01,ROTATE,C3_D4,28103,BLOCKED,BLOCKED
scene_rotate_v01,ROTATE,C3_D4,28104,BLOCKED,BLOCKED
scene_rotate_v01,ROTATE,C3_D4,28105,BLOCKED,ACCESSIBLE
scene_rotate_v02,ROTATE,C3_D4,28101,BLOCKED,BLOCKED
scene_rotate_v02,ROTATE,C3_D4,28102,BLOCKED,BLOCKED
scene_rotate_v02,ROTATE,C3_D4,28103,BLOCKED,BLOCKED
scene_rotate_v02,ROTATE,C3_D4,28104,BLOCKED,BLOCKED
scene_rotate_v02,ROTATE,C3_D4,28105,BLOCKED,BLOCKED
scene_rotate_v03,ROTATE,C3_D4,28101,BLOCKED,ACCESSIBLE
scene_rotate_v03,ROTATE,C3_D4,28102,BLOCKED,ACCESSIBLE
scene_rotate_v03,ROTATE,C3_D4,28103,BLOCKED,ACCESSIBLE
scene_rotate_v03,ROTATE,C3_D4,28104,BLOCKED,ACCESSIBLE
scene_rotate_v03,ROTATE,C3_D4,28105,BLOCKED,ACCESSIBLE
scene_rotate_v04,ROTATE,C3_D4,28101,BLOCKED,ACCESSIBLE
scene_rotate_v04,ROTATE,C3_D4,28102,BLOCKED,BLOCKED
scene_rotate_v04,ROTATE,C3_D4,28103,BLOCKED,BLOCKED
scene_rotate_v04,ROTATE,C3_D4,28104,BLOCKED,BLOCKED
scene_rotate_v04,ROTATE,C3_D4,28105,BLOCKED,ACCESSIBLE
scene_rotate_v05,ROTATE,C3_D4,28101,BLOCKED,ACCESSIBLE
scene_rotate_v05,ROTATE,C3_D4,28102,BLOCKED,BLOCKED
scene_rotate_v05,ROTATE,C3_D4,28103,BLOCKED,BLOCKED
scene_rotate_v05,ROTATE,C3_D4,28104,BLOCKED,BLOCKED
scene_rotate_v05,ROTATE,C3_D4,28105,BLOCKED,ACCESSIBLE
scene_translate_v01,TRANSLATE,C3_D4,28101,BLOCKED,BLOCKED
scene_translate_v01,TRANSLATE,C3_D4,28102,BLOCKED,BLOCKED
scene_translate_v01,TRANSLATE,C3_D4,28103,BLOCKED,BLOCKED
scene_translate_v01,TRANSLATE,C3_D4,28104,BLOCKED,BLOCKED
scene_translate_v01,TRANSLATE,C3_D4,28105,BLOCKED,BLOCKED
scene_translate_v02,TRANSLATE,C3_D4,28101,BLOCKED,ACCESSIBLE
scene_translate_v02,TRANSLATE,C3_D4,28102,BLOCKED,ACCESSIBLE
